ID,Name_lang,Description_lang,Map[0],Map[1],JournalInstanceID,DungeonEncounterID,OrderIndex,FirstSectionID,UiMapID,MapDisplayConditionID,Flags,DifficultyMask
2348,Machinist's Garden,"Beautiful and dangerous, Head Machinist Sparkflux's metallic gardens are designed for both recreation and retribution. With a flick of a switch, the idyllic scenery transforms into a death trap from which no interloper can escape.",0.653597,0.486419,1178,2259,7,19892,1497,0,0,-1
2349,"Za'qul, Harbinger of Ny'alotha","The harbinger for the end of days, Za'qul shreds the last vestiges of sanity from a world in chaos, laying the foundation for Azeroth's new master.",0.177321,0.511416,1179,2293,7,19911,1519,0,0,-1
2351,Orgozoa,"Orgozoa tends to Azshara's hatchery, preparing for the day her incubating horrors are unleashed upon Azeroth.",0.749619,0.474886,1179,2303,5,19949,1517,0,0,-1
2352,Abyssal Commander Sivara,"A master of both martial and magical arts, Abyssal Commander Sivara has ruthlessly led Azshara's vanguard to countless victories.",0.5,0.484018,1179,2298,1,19995,1512,0,0,-1
2353,Radiance of Azshara,"Using her handmaiden as a willing sacrifice, Azshara has forged into being an elemental of storm and magic. Powered by the soul of the devoted vassal, the resulting monstrosity is the avatar of Azshara's radiance.",0.471081,0.191781,1179,2305,3,20017,1513,0,0,-1
2354,Lady Ashvane,Priscilla Ashvane's relentless pursuit of power has ultimately led her to the Eternal Palace and into a dark pact with Queen Azshara. But what Ashvane receives in return for her loyalty may be more than she bargained for.,0.477169,0.682648,1179,2304,4,20023,1513,0,0,-1
2355,HK-8 Aerial Oppression Unit,"Predator of the skies, the HK-8 Aerial Oppression Unit soars over the yard executing its prime directive, disintegrating all trespassers. With impenetrable armor and a lethal host of weapons, it annihilates all who are caught in its shadow.",0.563756,0.597713,1178,2291,4,20033,1490,0,0,-1
2357,King Gobbamak,"Obsessed with hoarding dangerous technology found amongst the scrap, King Gobbamak sits upon a pile of doomsday weapons that he lacks the intelligence to operate or understand.",0.580166,0.273389,1178,2290,1,20101,1490,0,0,-1
2358,Gunker,"After years of coalescing into a concentrated cesspool, Mechagon's toxic waste has gained malevolent sentience. With the sanitation systems disabled, Gunker is free to ooze across all of Azeroth.",0.663936,0.649106,1178,2292,2,20139,1490,0,0,-1
2359,The Queen's Court,"For ten thousand years, the Queen's Court has never failed to enforce the word of Azshara. Now, the queen's most powerful servants stand ready to fulfill her final decree.",0.337139,0.479452,1179,2311,6,20183,1518,0,0,-1
2360,Trixie & Naeno,"Trixie and Naeno, two of Bondo's top lieutenants, have a turbulent relationship. While Trixie prides herself on ruthless efficiency, Naeno is the embodiment of chaos while behind the wheel. The only thing they have in common is their penchant for senseless violence, which they enjoy dispensing on anyone foolish enough to wander into their territory.",0.609494,0.402287,1178,2312,3,20196,1490,0,0,-1
2361,Queen Azshara,"Queen of the Naga, Empress of Nazjatar, and one of the most powerful entities Azeroth has ever known, Azshara has plotted and schemed for millennia in preparation for this fateful moment. Now, with all the pieces in place, the time has finally come to reveal her end game.",0.481735,0.518265,1179,2299,99,20242,1520,0,0,-1
2362,"Ulmath, the Soulbinder","Ulmath, the Soulbinder, seeks to enthrall the restless spirits of Nazjatar. If left unchecked, it will amass an unstoppable undead force bound to its malevolent will.",0.5,0.5,1028,2317,3,20377,0,0,0,-1
2363,Wekemara,"Summoned from the depths by an ancient naga ritual, Wekemara arises once more to wreak havoc upon the surface.",0.5,0.5,1028,2318,2,20435,0,0,0,-1
2364,Ra-den the Despoiled,"As he bravely fought to save the Chamber of Heart, Ra-den was pulled into Ny'alotha where he has fallen victim to N'Zoth's whispers. The despair he harbored for so long has overwhelmed the last of his hope, rendering his corruption complete. Now the former Highkeeper will stop at nothing to do the Old God's bidding.",0.642297,0.681357,1180,2331,10,20523,1591,0,0,-1
2365,Maut,"As the ancient aqir arose from the desert sands, their prophets set about the construction of an obsidian destroyer imbued with the essence of the Old Gods. Driven by an insatiable thirst for magic, Maut consumed the mana of its creators once it awoke and left their corpses to rot under the scorching sun of Uldum.",0.192402,0.608455,1180,2327,2,20551,1581,0,0,-1
2366,Carapace of N'Zoth,"At the center of Ny'alotha stands a dread mountain of flesh, teeming with eyes and tendrils of unfettered corruption. Madness itself seeps from the writhing mass, eroding the sanity of all who approach it. This is the heart of the Black Empire, N'Zoth's seat of power, the body of a god.",0.480932,0.671961,1180,2337,11,20554,1597,0,0,-1
2367,Shad'har the Insatiable,"One of N'Zoth's most nightmarish creations, Shad'har the Insatiable feasts on the corrupted carcasses that the Old God's minions discard into its domain. Tormented by ceaseless hunger, Shad'har's body twists and mutates with every corpse it devours.",0.530638,0.748161,1180,2335,6,20607,1594,0,0,-1
2368,"Wrathion, the Black Emperor","Despite all his precautions, Wrathion could not avoid succumbing to the madness that claimed his father. With his mind twisted by N'Zoth, he believes that the only way he can truly defend Azeroth is to rule it in the Old God's name. A prince no longer, Wrathion now takes his rightful place as the Black Emperor.",0.51103,0.803307,1180,2329,1,20623,1581,0,0,-1
2369,The Prophet Skitra,"A master of illusion, Skitra delights in terrorizing his victims as he breaks their perception of reality. Those who fail to see through his deceptions become lost in Ny'alotha for eternity.",0.835784,0.612131,1180,2334,3,20645,1581,0,0,-1
2370,Vexiona,"Obsessively wielding the power that N'Zoth has granted her, Vexiona has amassed a cult of worshippers who covet the gifts of the Void. From high atop her temple within the Black Empire, she transforms her most devout followers into unstoppable horrors.",0.329656,0.509191,1180,2336,9,20657,1593,0,0,-1
2372,The Hivemind,"Locked in a contest of wills, the generals Ka'zir and Tek'ris constantly vie for dominance over their fellow aqir. As they wrest control away from one another, the hive shifts its tactics and obeys each of their commands with fervent loyalty.",0.503677,0.538603,1180,2333,5,20706,1590,0,0,-1
2373,Drest'agath,"The grotesque amalgam of flesh known as Drest'agath slumbered beneath Ny'alotha for millennia until being awakened by N'Zoth's return. Now she rises like a revolting boil, ready to burst and spread her vile pestilence across Azeroth.",0.327346,0.572903,1180,2343,7,20741,1595,0,0,-1
2374,"Il'gynoth, Corruption Reborn","Following its defeat in the Emerald Nightmare, Il'gynoth retreated into the depths of Ny'alotha to regain its strength. Now it has fused with the city's architecture and spreads across the Black Empire like a creeping infestation. As Il'gynoth's corrupting flesh grows ever larger, so does its power.",0.487745,0.318015,1180,2345,8,20749,1596,0,0,-1
2375,N'Zoth the Corruptor,"From his titan-forged prison deep beneath the waves, N'Zoth spent eons subtly spreading his influence across Azeroth. Now free from captivity, the Corruptor reveals his true form as he enacts his ultimate plan to make his vision of the Black Empire our new reality. If he is not stopped, all we have ever known will be remade in the image of his eternal madness.",0.481618,0.261029,1180,2344,12,20753,1597,0,0,-1
2377,Dark Inquisitor Xanesh,"Few can resist the whispers of the Old Gods, but those who do find themselves at the ""mercy"" of Dark Inquisitor Xanesh. A cruel and sadistic torturer, Xanesh prides herself on slowly carving the sanity away from those in her charge until all that remains is unwavering devotion to N'Zoth.",0.534314,0.457721,1180,2328,4,20776,1592,0,0,-1
2378,Grand Empress Shek'zara,"With the awakening of N'Zoth, Shek'zara, empress of the mantid, pledged her swarm to the old god's will. In service of her dark master, she unleashed her forces upon the Vale of Eternal Blossoms to claim Pandaria in N'Zoth's name.",0.5,0.5,1028,2351,1,21114,0,0,0,-1
2381,Vuk'laz the Earthbreaker,"Plumbing the forgotten depths of Azeroth, Prophet Skitra unearthed a devastating aqir known as Vuk'laz the Earthbreaker. Now freed from its subterranean slumber, Vuk'laz turns its destructive power against those who oppose N'Zoth.",0.5,0.5,1028,2353,1,21159,0,0,0,-1
2387,Echelon,"The mighty stoneborn known as Echelon has always held outsiders, especially mortals, in contempt. He watched the Halls of Atonement from the sky and will crush any who attempt to transgress the threshold.",0.266056,0.541016,1185,2380,2,21494,1663,0,0,-1
2388,Kryxis the Voracious,"Kryxis the Voracious sensed the anima stores deep within the Sanguine Depths, and his lust to consume this energy has driven him to madness. With the recent tear that has formed in Revendreth, Kryxis has a found a way into these catacombs, and aims to drain every last drop of anima out of the subterranean storage house.",0.560449,0.181347,1189,2360,1,21511,1675,0,0,-1
2389,Kul'tharok,"Kul'tharok is a master of the necromantic arts and shows that brute force is not the only way to the top. The path to victory is through his maze of magic portals, and then past his necrotic onslaught.",0.71391,0.687063,1187,2364,4,21515,1685,0,0,-1
2390,Xav the Unfallen,"Xav has fought and defeated so many foes that there is a line of contenders battling for their turn. If someone can make their way past them, Xav will relish a worthy challenge.",0.526346,0.766323,1187,2366,3,21610,1684,0,0,-1
2391,"Amarth, The Harvester","Amarth oversees the harvesting of corpses from atop the undead monstrosity Bonefang, flying above the battle. The sadistic commander destroyed the Hand of Courage, and now comes for their Paragon.",0.205613,0.40378,1182,2388,2,21530,1666,0,0,-1
2392,Surgeon Stitchflesh,"Surgeon Stitchflesh is the mastermind behind the grisly abominations that are deployed from the floating fortress of Zolramus. He bends to his task with maniacal fervor, crafting the flesh of fallen enemies into undead constructs to be used in Maldraxxus' wars.",0.509164,0.35567,1182,2389,3,21539,1667,0,0,-1
2393,Shriekwing,"Tasked with guarding Castle Nathria's entry hall, the blind monster Shriekwing locates her victims with horrifying cries that reverberate off the chamber's walls. The last sound heard by trespassers in the Grand Walk is the monster's cry as she descends upon her prey.",0.593264,0.810881,1190,2398,1,21555,1735,0,0,-1
2394,Sludgefist,"Sludgefist was born in the muddy foundation beneath Castle Nathria and now wanders the halls as he awaits orders from Sire Denathrius. His massive footsteps reverberate throughout the castle, announcing his arrival from several rooms away.",0.702264,0.815488,1190,2399,8,21559,1735,0,0,-1
2395,Blightbone,The corpulent mass of rotting flesh known as Blightbone was lovingly constructed by Surgeon Stitchflesh. Now the abomination is eager to be unleashed on the Temple of Courage.,0.570089,0.395566,1182,2387,1,21563,1666,0,0,-1
2396,Nalthor the Rimebinder,"From atop the flying ziggurat Zolramus, Nalthor the Rimebinder commands the forces attacking Bastion. The conniving lich plans to rain frozen magic and death on the pristine lands of Bastion.",0.510838,0.438246,1182,2390,4,21567,1668,0,0,-1
